dataset,table,task,algorithm,model_id,num_rows,num_features,r2,rmse,mae,fit_time,score_time
noaa_tsunami,historical_runups,regression,xgboost,171,28295,30,0.6791039705276489,3.367898038521353,1.6948065757751465,0.07138359546661377,0.0015839419793337584
noaa_tsunami,historical_runups,regression,ada_boost,172,28295,30,-0.48183953762054443,8.264076015658262,6.270656108856201,1.3142297267913818,0.016968119889497757
noaa_tsunami,historical_runups,regression,catboost,173,28295,30,0.530427098274231,5.0496748489097705,1.7758394479751587,2.3116307258605957,0.022126974537968636
sdoh_bea_cainc30,fips,regression,catboost,183,22386,31,0.9786704778671265,2560.9307878191476,1075.4298095703125,2.3057591915130615,0.01954018324613571
noaa_tsunami,historical_runups,regression,random_forest,174,28295,30,0.4903636574745178,4.775520831558217,1.340376615524292,14.913644790649414,0.0858267992734909
noaa_tsunami,historical_runups,regression,bagging,175,28295,30,0.7412784099578857,4.333751340414214,1.3243290185928345,1.7512588500976562,0.015095089562237263
sdoh_bea_cainc30,fips,regression,ada_boost,192,22386,31,0.7862813472747803,4238.235481895738,3412.95361328125,3.85988187789917,0.015077189542353153
noaa_tsunami,historical_runups,regression,svm,176,28295,30,0.019400060176849365,6.5844556922114155,2.9021267890930176,26.416202545166016,3.4578099250793457
sdoh_bea_cainc30,fips,regression,random_forest,184,22386,31,0.9437763094902039,3504.865047330639,1752.847900390625,53.65608596801758,0.0664258673787117
noaa_tsunami,historical_runups,regression,elastic_net,177,28295,30,0.21161246299743652,5.574478624537438,3.151901960372925,12.353049278259277,0.029268303886055946
noaa_tsunami,historical_runups,regression,bayesian_ridge,178,28295,30,0.10212075710296631,7.837603953765716,3.392324209213257,0.14310848712921143,0.017542283982038498
sdoh_bea_cainc30,fips,regression,linear,189,22386,31,0.4320319890975952,10543.337991357386,6389.58349609375,0.005858325865119696,0.0005928649916313589
noaa_tsunami,historical_runups,regression,linear,179,28295,30,0.1151774525642395,5.810126363460179,3.382383108139038,0.007339464034885168,0.0007346770144067705
sdoh_bea_cainc30,fips,regression,bagging,185,22386,31,0.8905949592590332,5035.886416511,2110.005126953125,5.549755573272705,0.012431114912033081
noaa_tsunami,historical_runups,regression,stochastic_gradient_descent,180,28295,30,-1.8828882125185868e+30,,,0.08279146254062653,0.005195727106183767
sdoh_bea_cainc30,fips,regression,xgboost,181,22386,31,0.880315899848938,5171.79871998128,3302.242431640625,0.15054747462272644,0.001178354024887085
sdoh_bea_cainc30,fips,regression,ada_boost,182,22386,31,0.2740027904510498,15581.96958025525,12851.779296875,2.6186649799346924,0.010475719347596169
sdoh_bea_cainc30,fips,regression,svm,186,22386,31,-0.05461835861206055,17021.09561691021,8720.7275390625,15.38401985168457,2.318786144256592
sdoh_bea_cainc30,fips,regression,stochastic_gradient_descent,190,22386,31,,,,0.06437823176383972,0.003993216902017593
sdoh_bea_cainc30,fips,regression,elastic_net,187,22386,31,0.47229546308517456,11899.83193158626,6728.41845703125,1503.421875,0.03797190263867378
